Quarter,Department,Location,Category,Budgeted_Amount,Actual_Spending
Q3 2024,Marketing,Los Angeles,Maintenance,547774,559150
Q3 2024,Marketing,Los Angeles,Software Licenses,374957,180303
Q3 2024,Marketing,Los Angeles,Healthcare,694618,805691
Q3 2024,Marketing,Los Angeles,Security,714076,243207
Q3 2024,Marketing,Los Angeles,Catering,229300,942054
Q3 2024,Marketing,Los Angeles,Transportation,104920,251767
Q3 2024,Marketing,Los Angeles,Legal Fees,737854,1048741
Q3 2024,Marketing,Seattle,Salaries,345912,825817
Q3 2024,Marketing,Seattle,Office Supplies,929252,46435
Q3 2024,Marketing,Seattle,Travel,588073,176726
Q3 2024,Marketing,Seattle,Training,601338,732386
Q3 2024,Marketing,Seattle,Equipment,548026,554192
Q3 2024,Marketing,Seattle,Utilities,75231,1000597
Q3 2024,Marketing,Seattle,Miscellaneous,74606,277714
Q3 2024,Marketing,Seattle,Marketing,487517,260058
Q3 2024,Marketing,Seattle,Consulting,304806,915982
Q3 2024,Marketing,Seattle,Maintenance,381457,768793
Q3 2024,Marketing,Seattle,Software Licenses,228369,909477
Q3 2024,Marketing,Seattle,Healthcare,802555,882387
Q3 2024,Marketing,Seattle,Security,494896,545916
Q3 2024,Marketing,Seattle,Catering,157688,804403
Q3 2024,Marketing,Seattle,Transportation,496898,505679
Q3 2024,Marketing,Seattle,Legal Fees,274326,524077
Q3 2024,Marketing,Austin,Salaries,877801,522627
Q3 2024,Marketing,Austin,Office Supplies,456229,260395
Q3 2024,Marketing,Austin,Travel,163403,15002
Q3 2024,Marketing,Austin,Training,702458,457844
Q3 2024,Marketing,Austin,Equipment,27128,584134
Q3 2024,Marketing,Austin,Utilities,32556,453288
Q3 2024,Marketing,Austin,Miscellaneous,259470,676599
Q3 2024,Marketing,Austin,Marketing,678236,341816
Q3 2024,Marketing,Austin,Consulting,141021,185148
Q3 2024,Marketing,Austin,Maintenance,577250,399067
Q3 2024,Marketing,Austin,Software Licenses,615342,967778
Q3 2024,Marketing,Austin,Healthcare,518200,261208
Q3 2024,Marketing,Austin,Security,203278,935271
Q3 2024,Marketing,Austin,Catering,549387,940077
Q3 2024,Marketing,Austin,Transportation,236943,883782
Q3 2024,Marketing,Austin,Legal Fees,931220,1090558
Q3 2024,Marketing,Miami,Salaries,184683,379754
Q3 2024,Marketing,Miami,Office Supplies,695245,195461
Q3 2024,Marketing,Miami,Travel,316288,991539
Q3 2024,Marketing,Miami,Training,197292,1073556
Q3 2024,Marketing,Miami,Equipment,533125,765098
Q3 2024,Marketing,Miami,Utilities,181427,719249
Q3 2024,Marketing,Miami,Miscellaneous,179371,382560
Q3 2024,Marketing,Miami,Marketing,937663,227083
Q3 2024,Marketing,Miami,Consulting,912644,1082310
Q3 2024,Marketing,Miami,Maintenance,904112,580683
Q3 2024,Marketing,Miami,Software Licenses,773291,238485
Q3 2024,Marketing,Miami,Healthcare,369946,895537
Q3 2024,Marketing,Miami,Security,627701,756670
Q3 2024,Marketing,Miami,Catering,52012,34818
Q3 2024,Marketing,Miami,Transportation,131193,257861
Q3 2024,Marketing,Miami,Legal Fees,977809,883173
Q3 2024,Marketing,Denver,Salaries,219168,985991
Q3 2024,Marketing,Denver,Office Supplies,149178,671712
Q3 2024,Marketing,Denver,Travel,59123,953369
Q3 2024,Marketing,Denver,Training,112825,632620
Q3 2024,Marketing,Denver,Equipment,534008,821879
Q3 2024,Marketing,Denver,Utilities,169733,58740
Q3 2024,Marketing,Denver,Miscellaneous,771391,678051
Q3 2024,Marketing,Denver,Marketing,225970,849627
Q3 2024,Marketing,Denver,Consulting,225866,295258
Q3 2024,Marketing,Denver,Maintenance,939624,417516
Q3 2024,Marketing,Denver,Software Licenses,151862,649035
Q3 2024,Marketing,Denver,Healthcare,583943,101029
Q3 2024,Marketing,Denver,Security,716003,837421
Q3 2024,Marketing,Denver,Catering,618736,356498
Q3 2024,Marketing,Denver,Transportation,179446,1068943
Q3 2024,Marketing,Denver,Legal Fees,699267,665790
Q3 2024,Operations,New York,Salaries,182143,86984
Q3 2024,Operations,New York,Office Supplies,645795,539689
Q3 2024,Operations,New York,Travel,297956,702064
Q3 2024,Operations,New York,Training,837002,344790
Q3 2024,Operations,New York,Equipment,314045,124209
Q3 2024,Operations,New York,Utilities,61186,22898
Q3 2024,Operations,New York,Miscellaneous,123066,177774
Q3 2024,Operations,New York,Marketing,391508,1093656
Q3 2024,Operations,New York,Consulting,706611,796183
Q3 2024,Operations,New York,Maintenance,721531,1057493
Q3 2024,Operations,New York,Software Licenses,37160,26779
Q3 2024,Operations,New York,Healthcare,20156,468541
Q3 2024,Operations,New York,Security,77208,17715
Q3 2024,Operations,New York,Catering,474196,322205
Q3 2024,Operations,New York,Transportation,466536,753820
Q3 2024,Operations,New York,Legal Fees,674289,643913
Q3 2024,Operations,San Francisco,Salaries,460822,361846
Q3 2024,Operations,San Francisco,Office Supplies,232226,1008721
Q3 2024,Operations,San Francisco,Travel,456775,464456
Q3 2024,Operations,San Francisco,Training,448421,505871
Q3 2024,Operations,San Francisco,Equipment,767054,970840
Q3 2024,Operations,San Francisco,Utilities,462691,534010
Q3 2024,Operations,San Francisco,Miscellaneous,720701,54180
Q3 2024,Operations,San Francisco,Marketing,882809,396782
Q3 2024,Operations,San Francisco,Consulting,306007,740178
Q3 2024,Operations,San Francisco,Maintenance,738197,427175
Q3 2024,Operations,San Francisco,Software Licenses,66439,273879
Q3 2024,Operations,San Francisco,Healthcare,663554,266728
Q3 2024,Operations,San Francisco,Security,727747,482602
Q3 2024,Operations,San Francisco,Catering,646649,676381
Q3 2024,Operations,San Francisco,Transportation,213986,18869
Q3 2024,Operations,San Francisco,Legal Fees,198286,1085058
Q3 2024,Operations,Chicago,Salaries,883608,374213
Q3 2024,Operations,Chicago,Office Supplies,493508,687392
Q3 2024,Operations,Chicago,Travel,30777,1044813
Q3 2024,Operations,Chicago,Training,257427,831505
Q3 2024,Operations,Chicago,Equipment,682543,56010
Q3 2024,Operations,Chicago,Utilities,421661,336135
Q3 2024,Operations,Chicago,Miscellaneous,199110,319917
Q3 2024,Operations,Chicago,Marketing,350345,1001308
Q3 2024,Operations,Chicago,Consulting,934702,1074959
Q3 2024,Operations,Chicago,Maintenance,415627,673861
Q3 2024,Operations,Chicago,Software Licenses,706937,269824
Q3 2024,Operations,Chicago,Healthcare,279011,90057
Q3 2024,Operations,Chicago,Security,587789,761672
Q3 2024,Operations,Chicago,Catering,146338,748550
Q3 2024,Operations,Chicago,Transportation,826854,112824
Q3 2024,Operations,Chicago,Legal Fees,691568,528810
Q3 2024,Operations,Dallas,Salaries,502754,20877
Q3 2024,Operations,Dallas,Office Supplies,646832,336282
Q3 2024,Operations,Dallas,Travel,425429,717839
Q3 2024,Operations,Dallas,Training,663727,405455
Q3 2024,Operations,Dallas,Equipment,780518,1051974
Q3 2024,Operations,Dallas,Utilities,997530,617385
Q3 2024,Operations,Dallas,Miscellaneous,560650,13541
Q3 2024,Operations,Dallas,Marketing,251449,133121
Q3 2024,Operations,Dallas,Consulting,314732,154842
Q3 2024,Operations,Dallas,Maintenance,170357,16365
Q3 2024,Operations,Dallas,Software Licenses,651971,740154
Q3 2024,Operations,Dallas,Healthcare,781445,726640
Q3 2024,Operations,Dallas,Security,206827,231124
Q3 2024,Operations,Dallas,Catering,203918,115594
Q3 2024,Operations,Dallas,Transportation,299451,634075
Q3 2024,Operations,Dallas,Legal Fees,343424,408028
Q3 2024,Operations,Boston,Salaries,414083,320442
Q3 2024,Operations,Boston,Office Supplies,843955,856008
Q3 2024,Operations,Boston,Travel,924882,124475
Q3 2024,Operations,Boston,Training,741045,43330
Q3 2024,Operations,Boston,Equipment,108669,211139
Q3 2024,Operations,Boston,Utilities,733318,514007
Q3 2024,Operations,Boston,Miscellaneous,159998,412034
Q3 2024,Operations,Boston,Marketing,628503,653324
Q3 2024,Operations,Boston,Consulting,623995,1089752
Q3 2024,Operations,Boston,Maintenance,407396,897945
Q3 2024,Operations,Boston,Software Licenses,618125,641216
Q3 2024,Operations,Boston,Healthcare,905502,721206
Q3 2024,Operations,Boston,Security,955435,13237
Q3 2024,Operations,Boston,Catering,942518,62946
Q3 2024,Operations,Boston,Transportation,246847,28418
Q3 2024,Operations,Boston,Legal Fees,228544,10505
Q3 2024,Operations,Los Angeles,Salaries,867304,220088
Q3 2024,Operations,Los Angeles,Office Supplies,977006,868144
Q3 2024,Operations,Los Angeles,Travel,875168,484972
Q3 2024,Operations,Los Angeles,Training,268614,53482
Q3 2024,Operations,Los Angeles,Equipment,228467,196585
Q3 2024,Operations,Los Angeles,Utilities,147025,188791
Q3 2024,Operations,Los Angeles,Miscellaneous,760940,61184
Q3 2024,Operations,Los Angeles,Marketing,957011,838360
Q3 2024,Operations,Los Angeles,Consulting,513177,1070659
Q3 2024,Operations,Los Angeles,Maintenance,880401,141051
Q3 2024,Operations,Los Angeles,Software Licenses,616781,881672
Q3 2024,Operations,Los Angeles,Healthcare,793955,524543
Q3 2024,Operations,Los Angeles,Security,218995,1061331
Q3 2024,Operations,Los Angeles,Catering,713550,401214
Q3 2024,Operations,Los Angeles,Transportation,966265,405782
Q3 2024,Operations,Los Angeles,Legal Fees,294313,857106
Q3 2024,Operations,Seattle,Salaries,570929,378061
Q3 2024,Operations,Seattle,Office Supplies,155062,923605
Q3 2024,Operations,Seattle,Travel,554949,407800
Q3 2024,Operations,Seattle,Training,669779,593047
Q3 2024,Operations,Seattle,Equipment,801889,1073795
Q3 2024,Operations,Seattle,Utilities,855032,738499
Q3 2024,Operations,Seattle,Miscellaneous,628907,492786
Q3 2024,Operations,Seattle,Marketing,339246,49355
Q3 2024,Operations,Seattle,Consulting,558373,137048
Q3 2024,Operations,Seattle,Maintenance,98064,719600
Q3 2024,Operations,Seattle,Software Licenses,707014,671324
Q3 2024,Operations,Seattle,Healthcare,400346,471774
Q3 2024,Operations,Seattle,Security,631011,550467
Q3 2024,Operations,Seattle,Catering,134114,1001856
Q3 2024,Operations,Seattle,Transportation,857566,281312
Q3 2024,Operations,Seattle,Legal Fees,830414,623994
Q3 2024,Operations,Austin,Salaries,492638,881019
Q3 2024,Operations,Austin,Office Supplies,852617,517396
Q3 2024,Operations,Austin,Travel,558765,557065
Q3 2024,Operations,Austin,Training,639449,7514
Q3 2024,Operations,Austin,Equipment,840141,107480
Q3 2024,Operations,Austin,Utilities,685076,864469
Q3 2024,Operations,Austin,Miscellaneous,341281,577387
Q3 2024,Operations,Austin,Marketing,823450,901974
Q3 2024,Operations,Austin,Consulting,140133,469468
Q3 2024,Operations,Austin,Maintenance,664969,62316
Q3 2024,Operations,Austin,Software Licenses,298515,438266
Q3 2024,Operations,Austin,Healthcare,766710,416167
Q3 2024,Operations,Austin,Security,346165,912905
Q3 2024,Operations,Austin,Catering,415021,319139
Q3 2024,Operations,Austin,Transportation,271001,871242
Q3 2024,Operations,Austin,Legal Fees,667980,727176
Q3 2024,Operations,Miami,Salaries,533465,186206
Q3 2024,Operations,Miami,Office Supplies,424327,623562
Q3 2024,Operations,Miami,Travel,252842,593433
Q3 2024,Operations,Miami,Training,351722,810327
Q3 2024,Operations,Miami,Equipment,615229,1053367
Q3 2024,Operations,Miami,Utilities,783409,24319
Q3 2024,Operations,Miami,Miscellaneous,537114,813889
Q3 2024,Operations,Miami,Marketing,670250,788058
Q3 2024,Operations,Miami,Consulting,345572,174497
Q3 2024,Operations,Miami,Maintenance,511283,423862
Q3 2024,Operations,Miami,Software Licenses,651332,40366
Q3 2024,Operations,Miami,Healthcare,714391,160235
Q3 2024,Operations,Miami,Security,513656,923440
Q3 2024,Operations,Miami,Catering,506350,714097
Q3 2024,Operations,Miami,Transportation,338164,542509
Q3 2024,Operations,Miami,Legal Fees,530783,256880
Q3 2024,Operations,Denver,Salaries,29481,78827
Q3 2024,Operations,Denver,Office Supplies,667627,532634
Q3 2024,Operations,Denver,Travel,905329,334383
Q3 2024,Operations,Denver,Training,762062,803638
Q3 2024,Operations,Denver,Equipment,138815,393153
Q3 2024,Operations,Denver,Utilities,973304,990127
Q3 2024,Operations,Denver,Miscellaneous,628763,242369
Q3 2024,Operations,Denver,Marketing,705133,1045383
Q3 2024,Operations,Denver,Consulting,320186,297117
Q3 2024,Operations,Denver,Maintenance,50476,370015
Q3 2024,Operations,Denver,Software Licenses,748465,297318
Q3 2024,Operations,Denver,Healthcare,291696,980017
Q3 2024,Operations,Denver,Security,721602,503966
Q3 2024,Operations,Denver,Catering,439988,797788
Q3 2024,Operations,Denver,Transportation,962234,928362
Q3 2024,Operations,Denver,Legal Fees,685308,629642
Q3 2024,R&D,New York,Salaries,208383,231859
Q3 2024,R&D,New York,Office Supplies,70093,1093870
Q3 2024,R&D,New York,Travel,594411,943309
Q3 2024,R&D,New York,Training,17535,871903
Q3 2024,R&D,New York,Equipment,329634,483440
Q3 2024,R&D,New York,Utilities,571850,1081857
Q3 2024,R&D,New York,Miscellaneous,382186,1077777
Q3 2024,R&D,New York,Marketing,257323,565519
Q3 2024,R&D,New York,Consulting,876512,327403
Q3 2024,R&D,New York,Maintenance,259916,124111
Q3 2024,R&D,New York,Software Licenses,714895,734842
Q3 2024,R&D,New York,Healthcare,231063,1013941
Q3 2024,R&D,New York,Security,42269,995093
Q3 2024,R&D,New York,Catering,81674,442520
Q3 2024,R&D,New York,Transportation,829894,397239
Q3 2024,R&D,New York,Legal Fees,921631,464993
Q3 2024,R&D,San Francisco,Salaries,286291,239998
Q3 2024,R&D,San Francisco,Office Supplies,439744,40949
Q3 2024,R&D,San Francisco,Travel,602383,890720
Q3 2024,R&D,San Francisco,Training,769460,745784
Q3 2024,R&D,San Francisco,Equipment,725291,352162
Q3 2024,R&D,San Francisco,Utilities,91925,557220
Q3 2024,R&D,San Francisco,Miscellaneous,591669,660693
Q3 2024,R&D,San Francisco,Marketing,624756,739122
Q3 2024,R&D,San Francisco,Consulting,243330,343040
Q3 2024,R&D,San Francisco,Maintenance,851181,11433
Q3 2024,R&D,San Francisco,Software Licenses,957176,1013965
Q3 2024,R&D,San Francisco,Healthcare,14731,791228
Q3 2024,R&D,San Francisco,Security,387791,131886
Q3 2024,R&D,San Francisco,Catering,973016,998735
Q3 2024,R&D,San Francisco,Transportation,492874,788906
Q3 2024,R&D,San Francisco,Legal Fees,576312,431883
Q3 2024,R&D,Chicago,Salaries,642000,582339
Q3 2024,R&D,Chicago,Office Supplies,102121,711869
Q3 2024,R&D,Chicago,Travel,266976,383106
Q3 2024,R&D,Chicago,Training,557620,149736
Q3 2024,R&D,Chicago,Equipment,13467,1036038
Q3 2024,R&D,Chicago,Utilities,42025,1089507
Q3 2024,R&D,Chicago,Miscellaneous,145179,203365
Q3 2024,R&D,Chicago,Marketing,78994,136082
Q3 2024,R&D,Chicago,Consulting,95202,776319
Q3 2024,R&D,Chicago,Maintenance,568769,982890
Q3 2024,R&D,Chicago,Software Licenses,396797,870837
Q3 2024,R&D,Chicago,Healthcare,600406,559939
Q3 2024,R&D,Chicago,Security,387154,814097
Q3 2024,R&D,Chicago,Catering,445854,870838
Q3 2024,R&D,Chicago,Transportation,649002,136030
Q3 2024,R&D,Chicago,Legal Fees,926922,122297
Q3 2024,R&D,Dallas,Salaries,749987,888318
Q3 2024,R&D,Dallas,Office Supplies,161185,807804
Q3 2024,R&D,Dallas,Travel,85363,192733
Q3 2024,R&D,Dallas,Training,911039,843035
Q3 2024,R&D,Dallas,Equipment,326188,731179
Q3 2024,R&D,Dallas,Utilities,212027,68123
Q3 2024,R&D,Dallas,Miscellaneous,979534,1017291
Q3 2024,R&D,Dallas,Marketing,274958,734010
Q3 2024,R&D,Dallas,Consulting,362484,250396
Q3 2024,R&D,Dallas,Maintenance,273168,276012
Q3 2024,R&D,Dallas,Software Licenses,719648,180398
Q3 2024,R&D,Dallas,Healthcare,896668,116529
Q3 2024,R&D,Dallas,Security,583124,77393
Q3 2024,R&D,Dallas,Catering,270579,326316
Q3 2024,R&D,Dallas,Transportation,985588,879331
Q3 2024,R&D,Dallas,Legal Fees,256095,1021973
Q3 2024,R&D,Boston,Salaries,858033,803855
Q3 2024,R&D,Boston,Office Supplies,482632,836873
Q3 2024,R&D,Boston,Travel,262176,982440
Q3 2024,R&D,Boston,Training,384015,57861
Q3 2024,R&D,Boston,Equipment,250717,793354
Q3 2024,R&D,Boston,Utilities,659767,834578
Q3 2024,R&D,Boston,Miscellaneous,886375,901225
Q3 2024,R&D,Boston,Marketing,33940,410166
Q3 2024,R&D,Boston,Consulting,530954,78028
Q3 2024,R&D,Boston,Maintenance,300266,274998
Q3 2024,R&D,Boston,Software Licenses,906079,526855
Q3 2024,R&D,Boston,Healthcare,157164,5508
Q3 2024,R&D,Boston,Security,917185,577246
Q3 2024,R&D,Boston,Catering,910834,947596
Q3 2024,R&D,Boston,Transportation,207717,28882
Q3 2024,R&D,Boston,Legal Fees,364334,34824
Q3 2024,R&D,Los Angeles,Salaries,363612,1026751
Q3 2024,R&D,Los Angeles,Office Supplies,916639,286405
Q3 2024,R&D,Los Angeles,Travel,27505,1054727
Q3 2024,R&D,Los Angeles,Training,562001,869860
Q3 2024,R&D,Los Angeles,Equipment,448603,105520
Q3 2024,R&D,Los Angeles,Utilities,830601,521551
Q3 2024,R&D,Los Angeles,Miscellaneous,205354,127675
Q3 2024,R&D,Los Angeles,Marketing,602799,747372
Q3 2024,R&D,Los Angeles,Consulting,970246,668937
Q3 2024,R&D,Los Angeles,Maintenance,827954,140180
Q3 2024,R&D,Los Angeles,Software Licenses,213204,638770
Q3 2024,R&D,Los Angeles,Healthcare,251694,81665
Q3 2024,R&D,Los Angeles,Security,250836,14682
Q3 2024,R&D,Los Angeles,Catering,759849,115683
Q3 2024,R&D,Los Angeles,Transportation,886829,175304
Q3 2024,R&D,Los Angeles,Legal Fees,529168,998470
Q3 2024,R&D,Seattle,Salaries,437670,651022
Q3 2024,R&D,Seattle,Office Supplies,974215,725405
Q3 2024,R&D,Seattle,Travel,568827,368009
Q3 2024,R&D,Seattle,Training,241056,512215
Q3 2024,R&D,Seattle,Equipment,986825,758739
Q3 2024,R&D,Seattle,Utilities,220057,1088906
Q3 2024,R&D,Seattle,Miscellaneous,540087,140706
Q3 2024,R&D,Seattle,Marketing,508800,87993
Q3 2024,R&D,Seattle,Consulting,105843,182193
Q3 2024,R&D,Seattle,Maintenance,978606,746523
Q3 2024,R&D,Seattle,Software Licenses,444942,279629
Q3 2024,R&D,Seattle,Healthcare,49784,117054
Q3 2024,R&D,Seattle,Security,114034,667516
Q3 2024,R&D,Seattle,Catering,961837,536432
Q3 2024,R&D,Seattle,Transportation,435044,45419
Q3 2024,R&D,Seattle,Legal Fees,725886,499550
Q3 2024,R&D,Austin,Salaries,55362,475347
Q3 2024,R&D,Austin,Office Supplies,54997,227151
Q3 2024,R&D,Austin,Travel,182413,716377
Q3 2024,R&D,Austin,Training,413289,113119
Q3 2024,R&D,Austin,Equipment,365543,795580
Q3 2024,R&D,Austin,Utilities,801981,672799
Q3 2024,R&D,Austin,Miscellaneous,844352,458582
Q3 2024,R&D,Austin,Marketing,741686,698171
Q3 2024,R&D,Austin,Consulting,469731,770737
Q3 2024,R&D,Austin,Maintenance,785752,1035409
Q3 2024,R&D,Austin,Software Licenses,414532,805872
Q3 2024,R&D,Austin,Healthcare,158255,1084778
Q3 2024,R&D,Austin,Security,881292,395907
Q3 2024,R&D,Austin,Catering,549912,160131
Q3 2024,R&D,Austin,Transportation,718875,457037
Q3 2024,R&D,Austin,Legal Fees,760072,455099
Q3 2024,R&D,Miami,Salaries,479997,602752
Q3 2024,R&D,Miami,Office Supplies,571993,958498
Q3 2024,R&D,Miami,Travel,614614,625362
Q3 2024,R&D,Miami,Training,420972,225703
Q3 2024,R&D,Miami,Equipment,847822,849893
Q3 2024,R&D,Miami,Utilities,69369,612826
Q3 2024,R&D,Miami,Miscellaneous,202893,830684
Q3 2024,R&D,Miami,Marketing,272733,425317
Q3 2024,R&D,Miami,Consulting,638300,843132
Q3 2024,R&D,Miami,Maintenance,932620,403848
Q3 2024,R&D,Miami,Software Licenses,860613,189744
Q3 2024,R&D,Miami,Healthcare,701146,997263
Q3 2024,R&D,Miami,Security,751046,541890
Q3 2024,R&D,Miami,Catering,648999,279277
Q3 2024,R&D,Miami,Transportation,77425,678319
Q3 2024,R&D,Miami,Legal Fees,948790,418676
Q3 2024,R&D,Denver,Salaries,497297,581931
Q3 2024,R&D,Denver,Office Supplies,541282,357277
Q3 2024,R&D,Denver,Travel,112915,1094311
Q3 2024,R&D,Denver,Training,386105,23307
Q3 2024,R&D,Denver,Equipment,484414,202932
Q3 2024,R&D,Denver,Utilities,105672,347215
Q3 2024,R&D,Denver,Miscellaneous,814071,159547
Q3 2024,R&D,Denver,Marketing,280349,376431
Q3 2024,R&D,Denver,Consulting,319821,828835
Q3 2024,R&D,Denver,Maintenance,33930,478841
Q3 2024,R&D,Denver,Software Licenses,74313,425246
Q3 2024,R&D,Denver,Healthcare,750211,766723
Q3 2024,R&D,Denver,Security,114153,578909
Q3 2024,R&D,Denver,Catering,486725,298634
Q3 2024,R&D,Denver,Transportation,805748,531742
Q3 2024,R&D,Denver,Legal Fees,945808,461573
Q3 2024,Sales,New York,Salaries,233911,637347
Q3 2024,Sales,New York,Office Supplies,97058,741704
Q3 2024,Sales,New York,Travel,88876,814678
Q3 2024,Sales,New York,Training,610654,569166
Q3 2024,Sales,New York,Equipment,538691,524059
Q3 2024,Sales,New York,Utilities,343196,387042
Q3 2024,Sales,New York,Miscellaneous,773838,75545
Q3 2024,Sales,New York,Marketing,262420,12521
Q3 2024,Sales,New York,Consulting,478843,109678
Q3 2024,Sales,New York,Maintenance,336639,564525
Q3 2024,Sales,New York,Software Licenses,164004,150861
Q3 2024,Sales,New York,Healthcare,359234,1044271
Q3 2024,Sales,New York,Security,299845,867069
Q3 2024,Sales,New York,Catering,397601,388381
Q3 2024,Sales,New York,Transportation,777684,991344
Q3 2024,Sales,New York,Legal Fees,582529,365058
Q3 2024,Sales,San Francisco,Salaries,666727,139280
Q3 2024,Sales,San Francisco,Office Supplies,66030,922457
Q3 2024,Sales,San Francisco,Travel,702865,387831
Q3 2024,Sales,San Francisco,Training,165404,806992
Q3 2024,Sales,San Francisco,Equipment,208397,745889
Q3 2024,Sales,San Francisco,Utilities,953772,193688
Q3 2024,Sales,San Francisco,Miscellaneous,480702,788224
Q3 2024,Sales,San Francisco,Marketing,419779,810928
Q3 2024,Sales,San Francisco,Consulting,106185,234686
Q3 2024,Sales,San Francisco,Maintenance,37404,345221
Q3 2024,Sales,San Francisco,Software Licenses,56182,280509
Q3 2024,Sales,San Francisco,Healthcare,296135,1088961
Q3 2024,Sales,San Francisco,Security,629889,953137
Q3 2024,Sales,San Francisco,Catering,704023,799326
Q3 2024,Sales,San Francisco,Transportation,853318,163152
Q3 2024,Sales,San Francisco,Legal Fees,647290,700538
Q3 2024,Sales,Chicago,Salaries,346992,937817
Q3 2024,Sales,Chicago,Office Supplies,942631,918458
Q3 2024,Sales,Chicago,Travel,845124,787060
Q3 2024,Sales,Chicago,Training,226461,272518
Q3 2024,Sales,Chicago,Equipment,824932,1084559
Q3 2024,Sales,Chicago,Utilities,821217,150510
Q3 2024,Sales,Chicago,Miscellaneous,609434,57994
Q3 2024,Sales,Chicago,Marketing,489195,26882
Q3 2024,Sales,Chicago,Consulting,573285,672466
Q3 2024,Sales,Chicago,Maintenance,532458,895603
Q3 2024,Sales,Chicago,Software Licenses,145375,270751
Q3 2024,Sales,Chicago,Healthcare,334887,1081519
Q3 2024,Sales,Chicago,Security,472068,122752
Q3 2024,Sales,Chicago,Catering,36187,811947
Q3 2024,Sales,Chicago,Transportation,721394,13002
Q3 2024,Sales,Chicago,Legal Fees,990280,553075
Q3 2024,Sales,Dallas,Salaries,658253,167612
Q3 2024,Sales,Dallas,Office Supplies,670113,772362
Q3 2024,Sales,Dallas,Travel,39090,258276
Q3 2024,Sales,Dallas,Training,983426,231521
Q3 2024,Sales,Dallas,Equipment,470984,226166
Q3 2024,Sales,Dallas,Utilities,846844,576157
Q3 2024,Sales,Dallas,Miscellaneous,778766,1089785
Q3 2024,Sales,Dallas,Marketing,319174,259129
Q3 2024,Sales,Dallas,Consulting,542797,356966
Q3 2024,Sales,Dallas,Maintenance,69653,474651
Q3 2024,Sales,Dallas,Software Licenses,693289,112489
Q3 2024,Sales,Dallas,Healthcare,392770,107748
Q3 2024,Sales,Dallas,Security,966795,717646
Q3 2024,Sales,Dallas,Catering,267186,543550
Q3 2024,Sales,Dallas,Transportation,194646,90099
Q3 2024,Sales,Dallas,Legal Fees,300345,894986
Q3 2024,Sales,Boston,Salaries,748642,345217
Q3 2024,Sales,Boston,Office Supplies,539304,1029200
Q3 2024,Sales,Boston,Travel,288166,514422
Q3 2024,Sales,Boston,Training,757322,686444
Q3 2024,Sales,Boston,Equipment,553226,458012
Q3 2024,Sales,Boston,Utilities,175750,276650
Q3 2024,Sales,Boston,Miscellaneous,905603,536012
Q3 2024,Sales,Boston,Marketing,261710,541009
Q3 2024,Sales,Boston,Consulting,233320,419448
Q3 2024,Sales,Boston,Maintenance,849152,542901
Q3 2024,Sales,Boston,Software Licenses,368658,896220
Q3 2024,Sales,Boston,Healthcare,713165,913310
Q3 2024,Sales,Boston,Security,992827,658228
Q3 2024,Sales,Boston,Catering,658346,892380
Q3 2024,Sales,Boston,Transportation,77478,555627
Q3 2024,Sales,Boston,Legal Fees,406377,274627
Q3 2024,Sales,Los Angeles,Salaries,939193,123831
Q3 2024,Sales,Los Angeles,Office Supplies,128101,348095
Q3 2024,Sales,Los Angeles,Travel,357843,577791
Q3 2024,Sales,Los Angeles,Training,717284,349055
Q3 2024,Sales,Los Angeles,Equipment,495527,741503
Q3 2024,Sales,Los Angeles,Utilities,362417,873209
Q3 2024,Sales,Los Angeles,Miscellaneous,730668,862116
Q3 2024,Sales,Los Angeles,Marketing,757488,588975
Q3 2024,Sales,Los Angeles,Consulting,589033,704426
Q3 2024,Sales,Los Angeles,Maintenance,133283,1057258
Q3 2024,Sales,Los Angeles,Software Licenses,394445,194945
Q3 2024,Sales,Los Angeles,Healthcare,382116,168048
Q3 2024,Sales,Los Angeles,Security,442758,162161
Q3 2024,Sales,Los Angeles,Catering,932849,1030567
Q3 2024,Sales,Los Angeles,Transportation,102489,110137
Q3 2024,Sales,Los Angeles,Legal Fees,557107,1064738
Q3 2024,Sales,Seattle,Salaries,48779,481626
Q3 2024,Sales,Seattle,Office Supplies,738781,1014675
Q3 2024,Sales,Seattle,Travel,355388,276727
Q3 2024,Sales,Seattle,Training,590872,176034
Q3 2024,Sales,Seattle,Equipment,414166,954053
Q3 2024,Sales,Seattle,Utilities,671533,762529
Q3 2024,Sales,Seattle,Miscellaneous,249815,1029187
Q3 2024,Sales,Seattle,Marketing,845464,467710
Q3 2024,Sales,Seattle,Consulting,378218,1038721
Q3 2024,Sales,Seattle,Maintenance,362417,178167
Q3 2024,Sales,Seattle,Software Licenses,815468,686491
Q3 2024,Sales,Seattle,Healthcare,255957,308584
Q3 2024,Sales,Seattle,Security,596644,458893
Q3 2024,Sales,Seattle,Catering,146364,834201
Q3 2024,Sales,Seattle,Transportation,528340,830218
Q3 2024,Sales,Seattle,Legal Fees,307521,627105
Q3 2024,Sales,Austin,Salaries,199910,379124
Q3 2024,Sales,Austin,Office Supplies,330963,532673
Q3 2024,Sales,Austin,Travel,901121,4922
Q3 2024,Sales,Austin,Training,147692,1066214
Q3 2024,Sales,Austin,Equipment,31461,673461
Q3 2024,Sales,Austin,Utilities,808182,286051
Q3 2024,Sales,Austin,Miscellaneous,10472,889910
Q3 2024,Sales,Austin,Marketing,856695,711371
Q3 2024,Sales,Austin,Consulting,113036,542432
